# ----------------------------------------
# All Web Site Data
# Microplants Age Survey Report
# 20180620-20190623
# ----------------------------------------

Date,Hour,Minute,Event Action,Event Label,Total Events
20180719,14,50,Answer: 18+,SessionID: 3d6424a04992e217ffbec5ee4ea896f10ed8d404d07cf496648a9dfff7fbeb87,1
20180720,10,19,Answer: 18+,SessionID: 3d6424a04992e217ffbec5ee4ea896f10ed8d404d07cf496648a9dfff7fbeb87,1
20180720,10,34,Answer: 10 and Under,SessionID: 2b8f8e20bc04482edcbbd7c02433c003676fa3c3aa90ac61666e033ed11160b2,1
20180720,10,50,Answer: Skip,SessionID: Fac6dc09178c4192637a171b14b48a94ad180c87abaae7af7646e27f3a6edf99,1
20180720,11,06,Answer: 11-17,SessionID: 272fff9b7c3fd512396d1be1a40a08b52220d1d4d73938bb19b126d4ee0fe845,1
20180720,11,08,Answer: 18+,SessionID: 5fc8909926c801603e6361c0a18a700c01ee5d490e02e429f1073c89e7a20a5c,1
20180720,11,11,Answer: 10 and Under,SessionID: 5fc8909926c801603e6361c0a18a700c01ee5d490e02e429f1073c89e7a20a5c,1
20180720,11,18,Answer: 18+,SessionID: C6bf7de68961ef23efc06d5e3e5e2310cb6d60ad0200096b924d1f3343368938,1
20180720,11,58,Answer: 18+,SessionID: C8cd7fb7a527e1550326877eb84cc77924766ac31b78fd595e585b289483d5a4,1
20180720,12,04,Answer: 18+,SessionID: 15a6ac9d72425da123fa1eae80eabe78142d880a63d1ccae28a0827b0cf6f64b,1
20180720,12,35,Answer: Skip,SessionID: 81ada8ae3dcd9a0a7458fae6e3224eead1d145541aabed2226e77e7650095151,1
20180720,12,51,Answer: 18+,SessionID: 815a9e998822add552cbdf2fabc72c5ddc4a99bbd050a77c898e1b0cedc8d425,1
20180720,12,57,Answer: 10 and Under,SessionID: C479a28db871063bf25e1e3041a20cfcfa553618c8fbce8e084f5ffd5d279d4d,1
20180720,13,00,Answer: 18+,SessionID: 4b55f86b41be24c080e55158eeaf632899c3fc26863ad32be9fb0f595bd23cc4,1
20180720,13,14,Answer: 11-17,SessionID: 8d723a605b1943748214b83e5e6b46de984a11de66e00e7746da2c187fff4af9,1
20180720,13,29,Answer: 18+,SessionID: 6af131e8f903b22e3556f19070ce8505a50cf39a51cf3d1e759ddf27fcd896ee,1
20180720,13,42,Answer: 10 and Under,SessionID: 6af131e8f903b22e3556f19070ce8505a50cf39a51cf3d1e759ddf27fcd896ee,1
20180720,13,48,Answer: 11-17,SessionID: 76faadd0b9d288817d80b7f2a7fda56a8d0efacfaf18fcfdd9a43d7c4eab48a3,1
20180720,13,51,Answer: 11-17,SessionID: 11289f919eb4e52fc17bd3c7215dbf0d56d1fea281646ac425c0ad9faffb8118,1
20180720,13,53,Answer: 10 and Under,SessionID: 6351d6cf27ba425218639b80eb68b0e02647da21f6609b525bce6826205f74d4,1
20180720,13,55,Answer: 10 and Under,SessionID: B39afc54d5ebb5f61658fedd022e6dc9d7e78d77d1aced72b48471677835f737,1
20180720,13,59,Answer: 10 and Under,SessionID: 6326e6fc136f61c6c9d822ad1b8009251467946922574c481b2b6a9cc7f82545,1
20180720,14,10,Answer: 10 and Under,SessionID: 3dd4a7649da570350f9372d717cae5d461fd90530384476ba75b832d7999ab17,1
20180720,14,13,Answer: 10 and Under,SessionID: 7015943881e55b7d0b660938bb66c5c4e4abd23d0fea1c5592ff9281ccb698c4,1
20180720,14,19,Answer: 11-17,SessionID: C75f28a346167f5442613ee9fc9ce91b4f4361c5df42e3a54536f758e2cfbab8,1
20180720,14,22,Answer: 11-17,SessionID: 399b6ea1f2fa1a2882fecd22dfb657cbe5c319982e071e7d6c72006118fed6fc,1
20180720,14,53,Answer: 10 and Under,SessionID: 068729a44bfc7fbb9e4d35b0d972b9612170dfde495ca6a969e0c261ff5280f7,1
20180720,14,56,Answer: 18+,SessionID: A3955adccb4141f6323fa43078475574e25e77e70a3693cfdbac675c53fcb2ae,1
20180720,15,02,Answer: 10 and Under,SessionID: 1c0d69298f5a39c9985b79638c683f0f880bf8eeedb441ae6803abb9b7787cad,1
20180721,10,18,Answer: 11-17,SessionID: D9ac33573100c8914e37d2b937dc33b697f668b795f64b5ac8e81618516586e7,1
20180721,10,20,Answer: 11-17,SessionID: 313e31b58686d26106dc5b06b06d60e7ea7f27d5c4479db26a464568f1ab6bb1,1
20180721,10,20,Answer: 18+,SessionID: 2f6dc1a3f1dcd0b44278622947f7195c3a658a5cbf7bcdbbb61adef969d485c5,1
20180721,10,27,Answer: 10 and Under,SessionID: 087ae2122279e3ca8a880fd596d3a1d11393df273ef5a6043786290cc709db02,1
20180721,10,40,Answer: Skip,SessionID: F6dc9b5812aa70fc03c1bf3cf969fbb04e0075690aef7ebdd665f4a543ff188c,1
20180721,10,42,Answer: 10 and Under,SessionID: Db24991686aa8a526f9eaa18a5a26cd5475d8271736bf256f73bdfc5488b7e39,1
20180721,10,49,Answer: 18+,SessionID: 207a919708f2ddf59432b901a35c9afc9b448bc6f0d56fd395a9673aec0be6a1,1
20180721,11,03,Answer: 11-17,SessionID: D50f873b22c1b63c612e47bd7e15a0e25c1f96d2b332b50a255c15ab44069cdf,1
20180721,11,08,Answer: 18+,SessionID: Ee189f74ae714f14c978d67b13d3a7e02cc4e06b5777c9a1c266238bbcdb8cb3,1
20180721,11,13,Answer: 18+,SessionID: Ff38c69b81b047f85bb8f01c8bd9648418c79a114aa9fbea93ce91595d51215c,1
20180721,11,46,Answer: 18+,SessionID: Ff38c69b81b047f85bb8f01c8bd9648418c79a114aa9fbea93ce91595d51215c,1
20180721,11,50,Answer: 18+,SessionID: C3a630393b46e088c18ad6d3f02ab33f481b774ea36e25b5b5f8877cf88da495,1
20180721,12,02,Answer: 18+,SessionID: C3a630393b46e088c18ad6d3f02ab33f481b774ea36e25b5b5f8877cf88da495,1
20180721,12,12,Answer: 10 and Under,SessionID: 7dff718d1167ac76e836339836c077e651d8d85c1cffa2d4f2dbc1354b2e7137,1
20180721,12,29,Answer: 11-17,SessionID: 661f7a88c8196fcb725c726adde356c3e4240b01112cc38e79241ea47dce08c3,1
20180721,12,30,Answer: 18+,SessionID: 8b5e8109f3e97e1dc1b1fb8de79f98f10ada87a8299e40c987ab70b98f0576b8,1
20180721,12,31,Answer: 10 and Under,SessionID: 02c6f717aca56994b5ed39f1c4cbfa56c36cb7db731202b41f79a6c722e57781,1
20180721,12,44,Answer: 18+,SessionID: B847a1636e68746272ed43413b887c53082c565b2b2f122a6c39be882aa7af83,1
20180721,12,47,Answer: 11-17,SessionID: Ec0d85f541c3cb17bf4fd6450e7450d58140fdc374fba7344f0adbc8f60c85e7,1
20180721,12,54,Answer: 11-17,SessionID: 3a859f61d7983a3854f9dccfc5450e2a1295fb15a787bb3f654c175b4b3767e2,1
20180721,12,59,Answer: 10 and Under,SessionID: 76dd33f33f0a7568a751a84d51d5c03a618f624787d48d7229b50787ef1aaed8,1
20180721,13,04,Answer: 11-17,SessionID: 79f20e8bf1dcf4dfc6f3288f3ad65c1a888a68bb88b34c1e17feddeb8c64d0cb,1
20180721,13,22,Answer: 18+,SessionID: 63edc3982eb054e2718c1e6cc5319bd6ec8f6f744ff3b8a6a66b4b7795c3e740,1
20180721,13,31,Answer: 11-17,SessionID: 454db832dbc0687da4fc9053b93d58070c88c00d9a00bea8a33848dc63e046f8,1
20180721,13,50,Answer: 11-17,SessionID: 0a7871b4265be10d6b435fd449e070952f43d51ab3de54d15dca0d362af5c11d,1
20180721,14,00,Answer: 18+,SessionID: 54c8d72ed4d85757f529261d1861502ee6c59ab81c76cd98046f8422d243a3cd,1
20180721,14,09,Answer: 18+,SessionID: 3e0f58140fb4af05a5c48b66f9901a6c6e9b0b5c49fedcadc11c58fd209d1a78,1
20180721,14,13,Answer: Skip,SessionID: A02491f3b95d7dbe44b17fbd5be9753fee8f7a5280e2a946bee38c39c751ebcd,1
20180721,14,22,Answer: 18+,SessionID: 35259f182b9d2872ea132d840b0cd20b989de9b08262ce123d80d52cc4a49dd2,1
20180722,10,24,Answer: 10 and Under,SessionID: 89d669cb65207ce1c611a86f0ad445f0f8cc271b93892f85364eed576df4a007,1
20180722,10,36,Answer: Skip,SessionID: 89d669cb65207ce1c611a86f0ad445f0f8cc271b93892f85364eed576df4a007,1
20180722,10,43,Answer: Skip,SessionID: 3aa2612bcf197363bd72087be5c9601288acbea7f18b9e4604171f7faa9da570,1
20180722,11,25,Answer: 10 and Under,SessionID: 221466c75a7bce39597926abb456c7f6ecafb182919ec224ff63439088ec1f26,1
20180722,11,42,Answer: 18+,SessionID: 84ea4dd404d6b4fda53b086c2ddc305daeed9cf569a9c494d3c6eca959623134,1
20180722,12,19,Answer: 10 and Under,SessionID: F2452d28b25c7fecebba5744592960c44736ed0e539f09f7e66578464b962f76,1
20180722,12,25,Answer: 10 and Under,SessionID: 9e2c7a8b87ae2c8885b88d73849f740b8548a641a5d032b3692fdcbed0d24942,1
20180722,12,30,Answer: 18+,SessionID: 9e2c7a8b87ae2c8885b88d73849f740b8548a641a5d032b3692fdcbed0d24942,1
20180722,12,44,Answer: Skip,SessionID: Bedec90d9ee9ab146a308254ee384daf7bb70678de47f169fb51b13214a973c1,1
20180722,12,59,Answer: 10 and Under,SessionID: Bedec90d9ee9ab146a308254ee384daf7bb70678de47f169fb51b13214a973c1,1
20180722,13,04,Answer: 10 and Under,SessionID: Bedec90d9ee9ab146a308254ee384daf7bb70678de47f169fb51b13214a973c1,1
20180722,13,15,Answer: 18+,SessionID: A3cd3ef9ffec466136ea4e9ca36fd927ff6040b6947c3c53624331b3c8a75789,1
20180722,13,17,Answer: 18+,SessionID: F68c0c732b882ab617e9ac7c7f4e9d718ac029ecace3e62a7d918202e9957cce,1
20180722,13,22,Answer: Skip,SessionID: F68c0c732b882ab617e9ac7c7f4e9d718ac029ecace3e62a7d918202e9957cce,1
20180722,13,31,Answer: 18+,SessionID: F68c0c732b882ab617e9ac7c7f4e9d718ac029ecace3e62a7d918202e9957cce,1
20180722,13,34,Answer: 10 and Under,SessionID: 68b3bf1031287a92f0e115867886e9f2b7801df8e4096d3b0f7558646b614a0c,1
20180722,13,36,Answer: 11-17,SessionID: 0484f197beedc598c0f75dc2c6b68da23db087fcc704c1159e4d5cdf052fd2fa,1
20180722,13,40,Answer: 11-17,SessionID: C0b482994fef2a344f9d4b009381c673442d4da71850851de3b729891b410756,1
20180722,13,42,Answer: 18+,SessionID: 47252ac0523b1589e0a6d953cef4a6d693251f770d6e36fe070c13cf6a7f1e27,1
20180722,14,11,Answer: 10 and Under,SessionID: 47252ac0523b1589e0a6d953cef4a6d693251f770d6e36fe070c13cf6a7f1e27,1
20180722,14,47,Answer: Skip,SessionID: 6fdcff5957865fdfdfe8892a0bcb9ad6c4b37d388fedbcab5472dfc8c58173ac,1
20180722,14,49,Answer: 18+,SessionID: 6fdcff5957865fdfdfe8892a0bcb9ad6c4b37d388fedbcab5472dfc8c58173ac,1
20180722,14,50,Answer: 18+,SessionID: 6fdcff5957865fdfdfe8892a0bcb9ad6c4b37d388fedbcab5472dfc8c58173ac,1
20180722,14,57,Answer: 10 and Under,SessionID: Bb756a8b83bc7ba05412614d368ce93125d1866582e32d6dea367ad4b398a928,1
20180723,10,48,Answer: 10 and Under,SessionID: Df57c2778242b5832d3e8a280743eb0fc2f96f2d5651f9d638544747ba512812,1
20180723,11,30,Answer: 11-17,SessionID: C167595d9861a50397e7bbc6bfc7ead71c36999f1068e40cdaf40e2812512f69,1
20180723,11,44,Answer: 10 and Under,SessionID: B85056a496ce1b30b2e5f1f18c7d2bbff0509ba4d1e3ebee147d3f31187fafbb,1
20180723,12,06,Answer: 18+,SessionID: 8dccb70921b4d1c6a3f25a296d6c7f7e29f3681b99a363e11a19bafd288a816b,1
20180723,12,34,Answer: 18+,SessionID: 06e3fb682d7c249aeb67d044796d041cdc13c5318f715ba13065437386da47ba,1
20180723,12,44,Answer: 18+,SessionID: 06e3fb682d7c249aeb67d044796d041cdc13c5318f715ba13065437386da47ba,1
20180723,13,06,Answer: Skip,SessionID: 06e3fb682d7c249aeb67d044796d041cdc13c5318f715ba13065437386da47ba,1
20180723,13,38,Answer: 11-17,SessionID: 06e3fb682d7c249aeb67d044796d041cdc13c5318f715ba13065437386da47ba,1
20180723,13,38,Answer: Skip,SessionID: 06e3fb682d7c249aeb67d044796d041cdc13c5318f715ba13065437386da47ba,1
20180723,13,52,Answer: 11-17,SessionID: 06e3fb682d7c249aeb67d044796d041cdc13c5318f715ba13065437386da47ba,1
20180723,14,53,Answer: 18+,SessionID: 3673e546d368401bc4f06d0ac96610d0edae1c560c4ed5c24c2f74a8d6eed9d7,1
20180723,15,02,Answer: Skip,SessionID: 6f82080ba753ab351747f1cc54a00f8280c2afcc435a5cdc6c7fcc15f46ffeb0,1
20180723,15,08,Answer: 18+,SessionID: 13e7002e9267270d176223aebf85ce68329bdcc8fa8cfd00bc48027b3299f986,1
20180724,10,36,Answer: 11-17,SessionID: 13e7002e9267270d176223aebf85ce68329bdcc8fa8cfd00bc48027b3299f986,1
20180724,10,36,Answer: 11-17,SessionID: C5714d5a05d25008382b197e6bd57b335099b57f36de08a38735eab2a3889089,1
20180724,11,03,Answer: 10 and Under,SessionID: 37269810e9e120930290025abe5fedfa52ccb796879dd4ac9325d6deed1f7d0a,1
20180724,11,13,Answer: 18+,SessionID: 1607489921427ca21fa7b33da758baccc4846104f1ef2bb00e9877ffc9528713,1
20180724,11,31,Answer: 10 and Under,SessionID: B82b8a5b920c6aec86979e28e10c727921416d6cf6cf99280a5d76f4591d550b,1
20180724,11,39,Answer: 10 and Under,SessionID: A9648cc8e7488fc37fed99c3a4fd324439683762fae5d81a259277e6c975c379,1
20180724,11,42,Answer: 10 and Under,SessionID: 3b205d4461ba02861affe8bb382792d197d29c99f620ba173c8667632e37b228,1
20180724,12,01,Answer: 11-17,SessionID: 30746460ae959f2f73bbeca11eb6aebb69dae4a18705a93efa773048ff842312,1
20180724,12,02,Answer: 11-17,SessionID: 7f2ac6f8687b8b04556bcdcf2b3d048e971e121c250682aabb9f1752e9f59e99,1
20180724,12,32,Answer: 11-17,SessionID: A97de65f0789651045037a64b4ab31eaea564dd8dd35a1cdcd3a6421956cf7dd,1
20180724,12,38,Answer: 11-17,SessionID: 23c9150d24d81ff3ae79a993bf288c1c982180d66637fd7ebe147d89cc789f52,1
20180724,12,40,Answer: 10 and Under,SessionID: 15dd45941242bc7b585317b096fd908843be88e53b7a5bdef264454fb5faeafb,1
20180724,12,51,Answer: 18+,SessionID: 996ffe53b53ed6752664129140d74e248e7f9aba2a5b578888e86522037ff4a8,1
20180724,12,56,Answer: Skip,SessionID: 996ffe53b53ed6752664129140d74e248e7f9aba2a5b578888e86522037ff4a8,1
20180724,13,13,Answer: 11-17,SessionID: 9cfa28ccdbaf837a855e703d5c1acd9f72626c8025344b220066246a1d81811b,1
20180724,13,35,Answer: 18+,SessionID: Fe96442491112132cb0938531f6f600d387a41a57627f87b8b4a72b8f04451c4,1
20180724,13,50,Answer: 18+,SessionID: 68d6cf4c19002d4b24afdd85ba112a40626b21010e67e58051a005e4b2c723c4,1
20180724,14,02,Answer: 18+,SessionID: 5b10f123dcdaf00c1f54224f25217795d2307121eba9ad869627da6433df7147,1
20180724,14,23,Answer: 18+,SessionID: 67d5c1a61820943c86a7f3753a63a72f3f79d0dc69b7799eb7b12517a8911a54,1
20180724,14,32,Answer: Skip,SessionID: 67d5c1a61820943c86a7f3753a63a72f3f79d0dc69b7799eb7b12517a8911a54,1
20180724,14,34,Answer: 10 and Under,SessionID: 67d5c1a61820943c86a7f3753a63a72f3f79d0dc69b7799eb7b12517a8911a54,1
20180724,14,39,Answer: 18+,SessionID: 67d5c1a61820943c86a7f3753a63a72f3f79d0dc69b7799eb7b12517a8911a54,1
20180724,14,56,Answer: 11-17,SessionID: Dabb33630a4f0808723f3929e16892c6321c0d761ed211012a6008d98779c356,1
20180725,10,27,Answer: 11-17,SessionID: Fb0a331c20e2309f7d7efb5c0d19c56f4c11fbe1e2361e7144bde3e7083a1027,1
20180725,10,54,Answer: 11-17,SessionID: Fb0a331c20e2309f7d7efb5c0d19c56f4c11fbe1e2361e7144bde3e7083a1027,1
20180725,10,55,Answer: 18+,SessionID: 76a93d73cf87fa162e21268567bbb6405b2adac51f47b8659f458accf9df3e2b,1
20180725,10,58,Answer: Skip,SessionID: 6b83cf665c3438baef70d69b62c20f229e418f7ba3f078605daf26e3f676107a,1
20180725,11,10,Answer: 11-17,SessionID: 10ccc708a971f8a92ae60341ff21cccf71c75f7a3e1e31801307fc076dae89c0,1
20180725,11,19,Answer: 11-17,SessionID: Bf4d18e1cce37ce67d99b6d1fd804969e23dda210a29c4a557130f71d971607d,1
20180725,11,27,Answer: 18+,SessionID: 306826f26b7560a21e70580f4bd278b0ff6290b428b8a2f7470370eefc7284f7,1
20180725,12,04,Answer: Skip,SessionID: 306826f26b7560a21e70580f4bd278b0ff6290b428b8a2f7470370eefc7284f7,1
20180725,12,21,Answer: 10 and Under,SessionID: 716dc147eb3d5da11ce77545369eb3579912e16dd122622fbb7f84d017371163,1
20180725,12,22,Answer: 11-17,SessionID: 069d629ce0d0b079d5a6ac2811bd1de69ed83d6b5acef3cde41cc54bb13fb27e,1
20180725,12,23,Answer: 10 and Under,SessionID: 5cb6f5058be82a90031e9c545f91e80f7686bab4248db061552adf63101ae84a,1
20180725,12,35,Answer: 18+,SessionID: 89e72313cd2bf199e2ee027f11c941ed966a81a7b62159fee8dc698e19f8f07f,1
20180725,12,47,Answer: 10 and Under,SessionID: 31546b4c75d3cb377c6d5a89aa40fb1d5e47863101443fba9640a3ae3ccd6836,1
20180725,12,49,Answer: Skip,SessionID: 1d95feaee89cc2c7fdc394f2f6e65fe3114686d17794e0d48507bf7691891915,1
20180725,14,08,Answer: 18+,SessionID: C69ebbe49001209ac3955bacdeac7cc5324fa1fed56e52605180ceb8ed6d7d0e,1
20180725,14,25,Answer: 10 and Under,SessionID: C96848ebc6e1208f6a2dbf1ef86fef5fa401c48bd6cf80f0796658cd3f33c740,1
20180725,14,35,Answer: 18+,SessionID: 0b42db60e9102aed60665ef15158525fa7618ac87c4f301d833ccdb9177ab075,1
20180725,14,38,Answer: 11-17,SessionID: 0b42db60e9102aed60665ef15158525fa7618ac87c4f301d833ccdb9177ab075,1
20180725,14,53,Answer: 10 and Under,SessionID: 0b42db60e9102aed60665ef15158525fa7618ac87c4f301d833ccdb9177ab075,1
20180725,15,00,Answer: 18+,SessionID: 0e5094d97087189a3fc049df31fca20f149821aeb25be898570af11351a27edc,1
20180726,10,38,Answer: 11-17,SessionID: E73d0a4c77da2f408d5247fb61bc014767223ec8020d01a0e773a04659046293,1
20180726,10,47,Answer: 10 and Under,SessionID: F6271fec3c4caab18d128c4a358cca196ddd4e743b5a722e10a9d52bfcb8ac6d,1
20180726,10,58,Answer: Skip,SessionID: F6271fec3c4caab18d128c4a358cca196ddd4e743b5a722e10a9d52bfcb8ac6d,1
20180726,11,23,Answer: 10 and Under,SessionID: Ca5221a42b667110d0ea4850d49a68ebaae89a1f02ec95c6abe2e8c68877ef00,1
20180726,11,32,Answer: 11-17,SessionID: De08d7387daa79722f35f78625f7f9211c4a1dffce50ed98ec07e81075e19163,1
20180726,11,44,Answer: 10 and Under,SessionID: De08d7387daa79722f35f78625f7f9211c4a1dffce50ed98ec07e81075e19163,1
20180726,12,10,Answer: Skip,SessionID: De08d7387daa79722f35f78625f7f9211c4a1dffce50ed98ec07e81075e19163,1
20180726,12,28,Answer: 18+,SessionID: D4602ee7ed0caab06412b781bd74013fbd71e494cb384d86b887840a501498e8,1
20180726,12,51,Answer: 18+,SessionID: D4602ee7ed0caab06412b781bd74013fbd71e494cb384d86b887840a501498e8,1
20180726,13,10,Answer: 10 and Under,SessionID: D4602ee7ed0caab06412b781bd74013fbd71e494cb384d86b887840a501498e8,1
20180726,13,21,Answer: 10 and Under,SessionID: 747386ddfc16ba29aa4231cf8fb9c5c47d711689333c6d77c9b7411ededfcfbb,1
20180726,13,34,Answer: 18+,SessionID: F6f2daff22d037694104e98e4ae866be3c32599ca9c8ad4fc2bcea564dadbf34,1
20180726,13,59,Answer: 10 and Under,SessionID: F575f55ab3a2ca6aa2b6477d6d006fb7e98ef5ced19b88b99f970b346d528e73,1
20180726,14,00,Answer: 10 and Under,SessionID: 46ab9ab01aa2e57c92817405f482385e9441c2d4ce500d87ca10465c03a62da9,1
20180726,14,15,Answer: 18+,SessionID: 46ab9ab01aa2e57c92817405f482385e9441c2d4ce500d87ca10465c03a62da9,1
20180726,14,15,Answer: 18+,SessionID: Ee268ac5d34a20d00d03d1d21c88416fb658a02999b11b52f5e58e0986289c87,1
20180726,14,17,Answer: 11-17,SessionID: Cdc3251d20d6bb46ec843fc3702a5c60bf938ed6f671e883836e2e0b0efeab14,1
20180726,14,31,Answer: 11-17,SessionID: 4491f8cd82765c33e9d189844430f37e77dbb93f6ced6d35c8fabf5515a8dd88,1
20180727,10,11,Answer: 18+,SessionID: 998344a659b7351f0a6c894226db64da17f72a412766e793850909d12c967e85,1
20180727,11,10,Answer: Skip,SessionID: 10ce957a37079d7cc2bc8cd7238bc7c7330582afc0e77a64064705f45e3a0a51,1
20180727,11,22,Answer: 18+,SessionID: De072b1f7c29205d485cba5fff5d041c6a4e2056639e4aa2cbeaab9530f2cec8,1
20180727,11,27,Answer: 11-17,SessionID: Bc3662bc6406c99e1adb6eb083aa081f32c214d5dfc0edcf2b89dddbb49ac06b,1
20180727,11,30,Answer: 10 and Under,SessionID: Ae2435c0fbfdf9d18419eda92826a44398149466de4d1918aa3caeededb4ca74,1
20180727,11,33,Answer: 18+,SessionID: 90581cae9069f3bb8487dafbd9e77825221310665ca5071a88ad2a0ea6c7cd75,1
20180727,11,38,Answer: 10 and Under,SessionID: 5b7ce111216bca4210f243d3b038805822406ddff9a448ed18a01d7a692f44e6,1
20180727,11,48,Answer: 10 and Under,SessionID: 5b7ce111216bca4210f243d3b038805822406ddff9a448ed18a01d7a692f44e6,1
20180727,11,49,Answer: 10 and Under,SessionID: A4449360a762deb8a15d2dc471d61b377ee13343d1278646d87ace733084d3cd,1
20180727,11,53,Answer: 10 and Under,SessionID: 7b77cb75cc98e087eed94bd0dac37fdd61ff3ae59ff0ed9ff1108593fd1c7995,1
20180727,12,00,Answer: 10 and Under,SessionID: 35b81e83da38f83fd6d3106e5fb9e688574409b5404b29e0d272fbd1c4716f70,1
20180727,12,10,Answer: 10 and Under,SessionID: Da4ac1819e0eae302991ba746996b2aced3cde686288b5f36cdb55f024e2687f,1
20180727,12,15,Answer: 10 and Under,SessionID: 6842313cb7c4c4e9c3a22ebe401541117d57ce51f7c56d20040054423c5be595,1
20180727,12,18,Answer: 10 and Under,SessionID: 6427a8e03db9e16523e7abd32c9e26245215c2bb8f11778f1e2d8ad2404eace0,1
20180727,12,20,Answer: 10 and Under,SessionID: 5aabc5a6cf601766ad6a19a31a2f7035a3739642ea0992e7295466a2ec197f3c,1
20180727,12,28,Answer: 10 and Under,SessionID: 06f92a559c1ac7accfa2220b623ad5907d4551f11ac67299e65dbc6598366df1,1
20180727,12,34,Answer: 18+,SessionID: Aa6645689d168c810e8174bc24368d137754eeb048819c9e342cb7649292f7d7,1
20180727,12,35,Answer: 10 and Under,SessionID: Fdda69596df3894ec01e8d0d10b04fa31d56917573f8f4a6ad0f73277c79e59b,1
20180727,12,37,Answer: 10 and Under,SessionID: D4672ddae0ab009a51f8a38d3272bdc52e869d3bdb5d8532a1c8a3520a457344,1
20180727,12,40,Answer: Skip,SessionID: 210e7a7c434cbc99e22a3a627e20b6de66dbcf5728c97d8b162175fd48ebee15,1
20180727,12,47,Answer: 18+,SessionID: 210e7a7c434cbc99e22a3a627e20b6de66dbcf5728c97d8b162175fd48ebee15,1
20180727,12,49,Answer: 10 and Under,SessionID: 8914c0cd8ceb3d6b3e651589ee7c4e92fd9836e514731a4d6edd8944632be16f,1
20180727,12,52,Answer: 10 and Under,SessionID: 330dd11cca6fcc377d0a99760ee877d17933d96072b81f551c251517ae8c3d38,1
20180727,12,55,Answer: 10 and Under,SessionID: B8dd3d529466ff58125b35cca2ec2aa32475ea8d86abe4d46a215f4e4538a473,1
20180727,12,56,Answer: 10 and Under,SessionID: F1416fbeda2fd881be4dee8ff61d5e48287d49642cf4884f196fbf0c16ce6074,1
20180727,13,03,Answer: 11-17,SessionID: A0d456661b58844ee18534a0da7c8490b7ced5c4be5b89f8cde2c6310d0dd4de,1
20180727,13,03,Answer: Skip,SessionID: A0d456661b58844ee18534a0da7c8490b7ced5c4be5b89f8cde2c6310d0dd4de,1
20180727,13,04,Answer: Skip,SessionID: A0d456661b58844ee18534a0da7c8490b7ced5c4be5b89f8cde2c6310d0dd4de,1
20180727,13,05,Answer: Skip,SessionID: A0d456661b58844ee18534a0da7c8490b7ced5c4be5b89f8cde2c6310d0dd4de,1
20180727,13,22,Answer: Skip,SessionID: 8034a65004fb49eb0d900a02f26af674cbad2f7165bf6ae5a8c70ed33728b6e4,1
20180727,13,24,Answer: 10 and Under,SessionID: 8034a65004fb49eb0d900a02f26af674cbad2f7165bf6ae5a8c70ed33728b6e4,1
20180728,10,18,Answer: 11-17,SessionID: 5ec4e132915787f92fd5fdbaac2221c01b15b0bbd51d51126f1c8d159aca98ee,1
20180728,10,51,Answer: 10 and Under,SessionID: 5ec4e132915787f92fd5fdbaac2221c01b15b0bbd51d51126f1c8d159aca98ee,1
20180728,10,57,Answer: 18+,SessionID: D752bb30a448c7d670eef5de3983788382756f059f2bfb5f6a1fe427b1773167,1
20180728,11,01,Answer: 11-17,SessionID: 03424dda6e9ba307cac00a8f6e7f59c21da6ac269a7ae5330f4103e288f8d3ba,1
20180728,11,04,Answer: 11-17,SessionID: 5416402f8b44ce91d70f0882f0a17e7c13212670c082106cadc276e179fb5d80,1
20180728,11,06,Answer: 10 and Under,SessionID: 865f5238d2b4bfb16892a6aa78350cf4bdb02e7b5d0b89313bbb2323a6322afe,1
20180728,11,19,Answer: 18+,SessionID: F2cdbb0896a19d7260715002b15f19606adce1aafd70d471d7ed347d05d90b91,1
20180728,11,22,Answer: 18+,SessionID: 403a054a5357a657b4788d87d48350ecfba16fd333bb5557cfd288a142cbc33a,1
20180728,11,41,Answer: 18+,SessionID: 855a9fdbab71961aca2389b9532d4932285d4bb1a587751027decb0eca9129da,1
20180728,11,42,Answer: 18+,SessionID: A8a02bd13924d06df5410f8c0881c5baaa833bc21da2923b03d0778d2f1563b1,1
20180728,12,06,Answer: 18+,SessionID: 73ee2492f1da225c92af902d9480578eda3e14faba20401b156a1cac318eec3c,1
20180728,12,10,Answer: 10 and Under,SessionID: C9ff7032f7d8153334181ec0a2ff62f8528e7b06c4ba7b49f2acdffe62d1331f,1
20180728,12,25,Answer: 18+,SessionID: A7d388f1558dcb1950a3a18536dd699be1e88fdda2c75cdf0cd7b8a6d61d61bb,1
20180728,12,32,Answer: 18+,SessionID: A7d388f1558dcb1950a3a18536dd699be1e88fdda2c75cdf0cd7b8a6d61d61bb,1
20180728,12,42,Answer: 18+,SessionID: A7d388f1558dcb1950a3a18536dd699be1e88fdda2c75cdf0cd7b8a6d61d61bb,1
20180728,12,46,Answer: 18+,SessionID: A216aeaf5f0f793d16da0ebe9640a00758977f65014baa749e0d1754ec398713,1
20180728,12,50,Answer: 18+,SessionID: F6479f0845097354ec1c278aaedc40afc65b749e6cb4d4a7fa99bb62b92a24d3,1
20180728,13,13,Answer: 18+,SessionID: Ffdbd75fd2a04c3bce7644b23850b77a7bd771951ebb7295de345bfceacdc0dc,1
20180728,13,22,Answer: 10 and Under,SessionID: B8cf88e4a854bd5ee979638a7e228d5a3c4c55eb1598d630937e4e238c73f6d3,1
